"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,LONT-12497-001,Source Material,Component,170,1,each,01.2 ,"spiral hose AUFLEX SCBP-6, 25m orange",Released,,,,,,,,-152,+K1,"spiral hose AUFLEX SCBP-6, 25m orange","spiral hose AUFLEX SCBP-6, 25m orange
 supplier AUTEC GmbH / Bad Bellingen
art. no. 70040603Z
material PE
diameter / wall thickness 4x1mm
service temperature min. -30°C
see specification","Spiralschlauch AUFLEX SCBP-6, 25m orange","Spiralschlauch AUFLEX SCBP-6, 25m orange
 Lieferant AUTEC GmbH / Bad Bellingen
Art.-Nr. 70040603Z
Material PE
Durchmesser / Wanddicke 4x1mm
Einsatztemperatur min. -30°C
siehe Spezifikation","缠绕胶管 AUFLEX SCBP-6, 25m 橙色","缠绕胶管 AUFLEX SCBP-6, 25m 橙色
 供应商 AUTEC GmbH / Bad Bellingen
产品编号 70040603Z
材料 聚乙烯
直径 / 壁厚 4x1mm
工作温度 最小的 -30°C
参见 规格","tubo flexible en espiral AUFLEX SCBP-6,","tubo flexible en espiral AUFLEX SCBP-6,
 25m naranja
 proveedor AUTEC GmbH / Bad Bellingen
n.? art. 70040603Z
material PE
diámetro / espesor de pared 4x1mm
temperatura de servicio mín. -30°C
véase especificación","mangueira espiral AUFLEX SCBP-6, 25m","mangueira espiral AUFLEX SCBP-6, 25m
 laranja
 fornecedor AUTEC GmbH / Bad Bellingen
número do artigo 70040603Z
material PE
di?metro / espessura de parede 4x1mm
temperatura de opera??o mín. -30°C
ver especifica??o","spirálová hadice AUFLEX SCBP-6, 25m","spirálová hadice AUFLEX SCBP-6, 25m
 oran?ov?
 dodavatel AUTEC GmbH / Bad Bellingen
?. polo?ky 70040603Z
materiál PE
pr?měr / tlou??ka stěny 4x1mm
provozní teplota min. -30°C
viz specifikace","?ng xo?n AUFLEX SCBP-6, 25m màu da cam","?ng xo?n AUFLEX SCBP-6, 25m màu da cam
 nhà cung c?p AUTEC GmbH / Bad Bellingen
m? s? s?n ph?m 70040603Z
v?t li?u polyethylene
???ng kính / chi?u dày thành 4x1mm
nhi?t ?? làm vi?c t?i thi?u -30°C
xem qui ??nh","BLOC, BLOA",Buy,,,each,,102103263,,PE,polyethylene,,,27260000,false,Dangerous Good No / Hazardous Good No,K01411,,,,,,,,,331,291,60,0.36,kg,Weighted,,,S13 Standardization  BLOA,OP Optics (B8),"Michaelis, Bettina",2023-09-20 06:05:59
2,LONT-18559-001,Source Material,Component,180,1,each,01.2 ,spiral hose AUFLEX SCBP-12 25m orange,Released,,,,,,,,-154,+K1,spiral hose AUFLEX SCBP-12 25m orange,"spiral hose AUFLEX SCBP-12 25m orange
supplier AUTEC GmbH / Bad Bellingen
art. no. 70091270Z
material PE
diameter / wall thickness 9x1,5mm
service temperature min. -30°C
see specification",Spiralschlauch AUFLEX SCBP-12 25m orange,"Spiralschlauch AUFLEX SCBP-12 25m orange
Lieferant AUTEC GmbH / Bad Bellingen
Art.-Nr. 70091270Z
Material PE
Durchmesser / Wanddicke 9x1,5mm
Einsatztemperatur min. -30°C
siehe Spezifikation",缠绕胶管 AUFLEX SCBP-12 25m 橙色,"缠绕胶管 AUFLEX SCBP-12 25m 橙色
供应商 AUTEC GmbH / Bad Bellingen
产品编号 70091270Z
材料 聚乙烯
直径 / 壁厚 9x1,5mm
工作温度 最小的 -30°C
参见 规格",tubo flexible en espiral AUFLEX SCBP-12,"tubo flexible en espiral AUFLEX SCBP-12
25m naranja
proveedor AUTEC GmbH / Bad Bellingen
n.? art. 70091270Z
material PE
diámetro / espesor de pared 9x1,5mm
temperatura de servicio mín. -30°C
véase especificación",mangueira espiral AUFLEX SCBP-12 25m,"mangueira espiral AUFLEX SCBP-12 25m
laranja
fornecedor AUTEC GmbH / Bad Bellingen
número do artigo 70091270Z
material PE
di?metro / espessura de parede 9x1,5mm
temperatura de opera??o mín. -30°C
ver especifica??o",spirálová hadice AUFLEX SCBP-12 25m,"spirálová hadice AUFLEX SCBP-12 25m
oran?ov?
dodavatel AUTEC GmbH / Bad Bellingen
?. polo?ky 70091270Z
materiál PE
pr?měr / tlou??ka stěny 9x1,5mm
provozní teplota min. -30°C
viz specifikace",?ng xo?n AUFLEX SCBP-12 25m màu da cam,"?ng xo?n AUFLEX SCBP-12 25m màu da cam
nhà cung ?ng AUTEC GmbH / Bad Bellingen
m? s? s?n ph?m 70091270Z
v?t li?u polyethylene
???ng kính / chi?u dày thành 9x1,5mm
nhi?t ?? làm vi?c t?i thi?u -30°C
xem qui ??nh","BLOC, BLOA",Buy,,,each,,102103264,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.8,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Ziebart, Artur",2021-10-20 09:02:39
2,LONT-18560-001,Standard Part,Component,190,4,each,00.6 ,panel for cable bushing TS8609.170,Released,,,,,,,,-170,+K1,panel for cable bushing TS8609.170,"panel for cable bushing TS8609.170
manufacturer Rittal
art. no. TS 8609.170

steel plate galvanized",Platte für Kabeldurchführung TS8609.170,"Platte für Kabeldurchführung TS8609.170
Hersteller Rittal
Art.-Nr. TS 8609.170

Stahlblech verzinkt",面板   电缆套管 TS8609.170,"面板   电缆套管 TS8609.170
制造商 Rittal
产品编号 TS 8609.170

钢板 镀锌",plancha para pasamuros TS8609.170,"plancha para pasamuros TS8609.170
fabricante Rittal
n.? art. TS 8609.170

chapa de acero galvanizado",placa para passagem de cabo TS8609.170,"placa para passagem de cabo TS8609.170
fabricante Rittal
número do artigo TS 8609.170

chapa de a?o galvanizado",deska pro kabelová pr?chodka TS8609.170,"deska pro kabelová pr?chodka TS8609.170
v?robce Rittal
?. polo?ky TS 8609.170

ocelov? plech pozinkovan?",t?m ?? m?ng s?ng cáp TS8609.170,"t?m ?? m?ng s?ng cáp TS8609.170
nhà s?n xu?t Rittal
m? s? s?n ph?m TS 8609.170

t?m thép ???c m? k?m","Corporate, BLOC, BLOA",Buy,,,each,false,102054302,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,K01102,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2024-05-03 01:43:36
2,LONT-18561-001,Standard Part,Component,200,5,each,00.3 ,blind plug PG29 synthetic material,Released,,,,,,,,-180,+K1,blind plug PG29 synthetic material,"blind plug PG29 synthetic material
type 514/29
manufacturer Uni-Elektro
order no. 12 21 67",Blindstopfen PG29 Kunststoff,"Blindstopfen PG29 Kunststoff
Typ 514/29
Hersteller Uni-Elektro
Bestell-Nr. 12 21 67",盲孔堵头 PG29 塑料,"盲孔堵头 PG29 塑料
型号 514/29
制造商 Uni-Elektro
订单号 12 21 67",tapón ciego PG29 plástico,"tapón ciego PG29 plástico
tipo 514/29
fabricante Uni-Elektro
n.? de pedido 12 21 67",tamp?o cego PG29 plástico,"tamp?o cego PG29 plástico
tipo 514/29
fabricante Uni-Elektro
n.° de encomenda 12 21 67",zaslepovací zátka PG29 umělá hmota,"zaslepovací zátka PG29 umělá hmota
typ 514/29
v?robce Uni-Elektro
obj. ?. 12 21 67",nút ?n PG29 v?t li?u t?ng h?p,"nút ?n PG29 v?t li?u t?ng h?p
lo?i 514/29
nhà s?n xu?t Uni-Elektro
??n hàng s? 12 21 67","BLOA, BLOC",Buy,,,each,false,10040382,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K00917,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-17 08:33:47
2,LONT-18302-001,Standard Part,Component,210,5,each,00.2 ,counternut PG 29,Released,,,,,,,,-190,+K1,counternut PG 29,"counternut PG 29
LO art. no. 03710386
supplier Hugro-Armaturen
order no. 580.29",Kontermutter PG 29,"Kontermutter PG 29
LO Art.-Nr. 03710386
Lieferant Hugro-Armaturen
Bestell-Nr. 580.29",锁紧螺母 PG 29,"锁紧螺母 PG 29
莱宝光学 产品编号 03710386
供应商 Hugro-Armaturen
订单号 580.29",contratuerca PG 29,"contratuerca PG 29
LO n.? art. 03710386
proveedor Hugro-Armaturen
n.? de pedido 580.29",contraporca PG 29,"contraporca PG 29
Leybold número do artigo 03710386
fornecedor Hugro-Armaturen
n.° de encomenda 580.29",kontramatice PG 29,"kontramatice PG 29
LO ?. polo?ky 03710386
dodavatel Hugro-Armaturen
obj. ?. 580.29",?ai ??c kho?a PG 29,"?ai ??c kho?a PG 29
LO m? s? s?n ph?m 03710386
nhà cung ?ng Hugro-Armaturen
??n hàng s? 580.29","BLOC, BLOA",Buy,,,each,false,3710386,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01461,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-30 10:41:34
2,LOOA-17746-001,Part,Component,215,2,each,00.2 ,cable entry frame KEL 24/12-E,Released,,,,,,,,-200,+K1,cable entry frame KEL 24/12-E,"cable entry frame KEL 24/12-E

type KEL24/12-E +KT15*7 +BTK*4
+KT18*1
order no.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",Kabeldurchführungsleiste KEL 24/12-E,"Kabeldurchführungsleiste KEL 24/12-E

Modell KEL24/12-E +KT15*7 +BTK*4
+KT18*1
Bestell-Nr.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",电缆接入框架 KEL 24/12-E,"电缆接入框架 KEL 24/12-E

型号 KEL24/12-E +KT15*7 +BTK*4
+KT18*1
订单号
99042208*1 +99041215*7 
+99041251*4 +99041218*1",sistema de entrada de cables KEL 24/12-E,"sistema de entrada de cables KEL 24/12-E

modelo KEL24/12-E +KT15*7 +BTK*4
+KT18*1
n.? de pedido
99042208*1 +99041215*7 
+99041251*4 +99041218*1",sistema de inser??o de cabos KEL 24/12-E,"sistema de inser??o de cabos KEL 24/12-E

modelo KEL24/12-E +KT15*7 +BTK*4
+KT18*1
n.° de encomenda
99042208*1 +99041215*7 
+99041251*4 +99041218*1",kabelová pr?chodková li?ta KEL 24/12-E,"kabelová pr?chodková li?ta KEL 24/12-E

model KEL24/12-E +KT15*7 +BTK*4
+KT18*1
obj. ?.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",khung ??u vào cáp KEL 24/12-E,"khung ??u vào cáp KEL 24/12-E

ch?ng lo?i KEL24/12-E +KT15*7 +BTK*4
+KT18*1
??n hàng s?
99042208*1 +99041215*7 
+99041251*4 +99041218*1","BLOA, BLOC",Buy,,,each,false,,,,,,,27060000,false,,,,,,,,,,1,,,,,kg,Specified,,,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2019-06-22 09:55:42
2,LONT-18490-001,Standard Part,Component,220,1,each,00.5 ,"subrack 3HE/84TE, Rational,  B",Released,E2,,,,,,,-10,+K1.G1,"subrack 3HE/84TE, Rational,  B","subrack 3HE/84TE, Rational,  B
type Europac Rational
manufacturer Schroff
order no. 20817-031
Grundeinheit B with variabler
 Befestigung
for socket connector after Wahl","Baugruppentr?ger 3HE/84TE, Rational,  B","Baugruppentr?ger 3HE/84TE, Rational,  B
Typ Europac Rational
Hersteller Schroff
Bestell-Nr. 20817-031
Grundeinheit B mit variabler Befestigung
für Federleiste nach Wahl","子架 3HE/84TE, Rational,  B","子架 3HE/84TE, Rational,  B
型号 Europac Rational
制造商 Schroff
订单号 20817-031
Grundeinheit B   variabler Befestigung
  插座连接器   Wahl","portamódulos 3HE/84TE, Rational,  B","portamódulos 3HE/84TE, Rational,  B
tipo Europac Rational
fabricante Schroff
n.? de pedido 20817-031
Grundeinheit B con variabler Befestigung
para conector multipolar tras Wahl","suporte de grupo constru??o 3HE/84TE,","suporte de grupo constru??o 3HE/84TE,
 Rational,  B
tipo Europac Rational
fabricante Schroff
n.° de encomenda 20817-031
Grundeinheit B com variabler Befestigung
para bloco de conectores depois Wahl","rám pro zásuvné desky 3HE/84TE,","rám pro zásuvné desky 3HE/84TE,
 Rational,  B
typ Europac Rational
v?robce Schroff
obj. ?. 20817-031
Grundeinheit B s variabler Befestigung
pro konektorová zásuvka po Wahl","khung ?? 3HE/84TE, Rational,  B","khung ?? 3HE/84TE, Rational,  B
lo?i Europac Rational
nhà s?n xu?t Schroff
??n hàng s? 20817-031
Grundeinheit B v?i variabler Befestigung
?? ? c?m k?t n?i sau khi Wahl","BLOC, BLOA",Buy,,,each,false,3127124,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K01077,,,,,,,,1.2,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-05-08 07:49:34
2,LONT-18491-001,Standard Part,Component,230,10,each,00.2 ,havy Slide bar  DK 7492.300    80kg,Released,,,,,,,,-30,+K1.G1,havy Slide bar  DK 7492.300    80kg,havy Slide bar  DK 7492.300    80kg   ,Schwerlast-Gleitschienen 80kg DK7492.300,Schwerlast-Gleitschienen 80kg DK7492.300   ,,"重型负荷滑动轨 DK 7492.300    80kg
",,,,,,,,,"BLOA, BLOC",Buy,,,each,false,102098243,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Rausch, Dennis",2018-07-25 02:03:27
2,LONT-18492-001,Standard Part,Component,240,60,each,00.5 ,cage nut M6 with Kontaktierung,Released,,,,,,,,-50,+K1.G1,cage nut M6 with Kontaktierung,"cage nut M6 with Kontaktierung
manufacturer Rittal
for ga 0,8-2,00mm
art. no. EL 2094200
packed unit 50 pc.",K?figmutter M6 mit Kontaktierung,"K?figmutter M6 mit Kontaktierung
Hersteller Rittal
für Blechdicke 0,8-2,00mm
Art.-Nr. EL 2094200
Verpackungseinheit 50 Stück",笼罩螺母 M6   Kontaktierung,"笼罩螺母 M6   Kontaktierung
制造商 Rittal
  钢板厚度 0,8-2,00mm
产品编号 EL 2094200
袋装 50 件",tuerca de jaula M6 con Kontaktierung,"tuerca de jaula M6 con Kontaktierung
fabricante Rittal
para espesor de chapa 0,8-2,00mm
n.? art. EL 2094200
unidad de embalaje 50 pieza",porca gaiola M6 com Kontaktierung,"porca gaiola M6 com Kontaktierung
fabricante Rittal
para espessura de chapa 0,8-2,00mm
número do artigo EL 2094200
unidade de embalagem 50 pe?a",klecová matice M6 s Kontaktierung,"klecová matice M6 s Kontaktierung
v?robce Rittal
pro tlou??ka plechu 0,8-2,00mm
?. polo?ky EL 2094200
obalová jednotka 50 kus",?ai ??c vu?ng M6 v?i Kontaktierung,"?ai ??c vu?ng M6 v?i Kontaktierung
nhà s?n xu?t Rittal
?? ?? dày lá kim lo?i 0,8-2,00mm
m? s? s?n ph?m EL 2094200
??n v? bao gói 50 mi?ng","BLOA, BLOC",Buy,,,each,false,10037321,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00472,,,,,,,,0.2,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2023-07-03 12:49:39
2,LONT-10757-001,Standard Part,Component,250,1,each,00.2 ,caution sign,Released,,,,,,,,-60,+K1.G1,caution sign,"caution sign
at deactivate hazard before voltage",Warnschild,"Warnschild
bei deaktivieren Gefahr vor Spannung",警告标志,"警告标志
  停用 危害   电压",rótulo de advertencia,"rótulo de advertencia
cerca de desactivar peligro antes
 tensión",placa de advertência,"placa de advertência
em desativar risco antes voltagem",v?stra?ná tabulka,"v?stra?ná tabulka
u deaktivovat nebezpe?í p?ed elektrické
 napětí",bi?n c?nh báo,"bi?n c?nh báo
t?i h?y kích ho?t hi?m h?a tr??c khi
 ?i?n áp","BLOA, BLOC",Buy,,,each,false,58471040,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00123,,,,,190,100,3.0000001192093E-1,0.1,190,100,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-16 06:56:17
2,LONT-18494-001,Standard Part,Component,260,1,each,00.1 ,Mousepad passiv PC 4614.000,Released,,,,,,,,-10,+K1.G2,mousepad-passiv PC 4614.000,mousepad-passiv PC 4614.000   Manufacturer  : Rittal  Order number: PC 4614.000  Passive Mouse pad- pull-out tray  Pull-out left- or right-hand  Dimensions: 480 x 250 x 10mm (W x D x H)  Material   : Sheet steel RAL 7035  ,Mousepad passiv PC 4614.000,"Mousepad passiv PC 4614.000   TH-TEXT  Herteller  : Rittal  Bestell-Nr.: PC 4614.000  ------------------------------------------------------------  TT-TEXT  Passive Mousepad-Auszugplatte  Auszug wahlweise links oder rechts  Abmessungen: 480 x 250 x 10mm (B x T x H)  Material   : Stahlblech, RAL 7035  ------------------------------------------------------------  ",,"mousepad-passiv PC 4614.000
制造商： 威图
订单号： PC 4614.000
被动式鼠标垫拉盘
可以向左、向右、向外拉动
尺寸： 480 x 250 x 10mm （宽x深x高）
材料： 喷漆钢板，RAL 7035
",,,,,,,,,"BLOC, BLOA",Buy,,,each,false,102098719,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,3,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"ST, Import",2017-08-07 09:16:28
2,LONT-11358-001,Standard Part,Component,280,1,each,00.2 ,cable entry strip HDC KEL 16/8,Released,,,,,,,,-30,+K1.G2,cable entry strip HDC KEL 16/8,"cable entry strip HDC KEL 16/8
 manufacturer Weidmüller
art. no. 1825 9100 00 
see specification",Kabeleinführungsleiste HDC KEL 16/8,"Kabeleinführungsleiste HDC KEL 16/8
 Hersteller Weidmüller
Art.-Nr. 1825 9100 00 
siehe Spezifikation",电缆引入带 HDC KEL 16/8,"电缆引入带 HDC KEL 16/8
 制造商 Weidmüller
产品编号 1825 9100 00 
参见 规格",placa pasacables HDC KEL 16/8,"placa pasacables HDC KEL 16/8
 fabricante Weidmüller
n.? art. 1825 9100 00 
véase especificación",chapa para entrada de cabos HDC KEL 16/8,"chapa para entrada de cabos HDC KEL 16/8
 fabricante Weidmüller
número do artigo 1825 9100 00 
ver especifica??o",kabelová pr?chozí deska HDC KEL 16/8,"kabelová pr?chozí deska HDC KEL 16/8
 v?robce Weidmüller
?. polo?ky 1825 9100 00 
viz specifikace",t?m ?p x? cáp HDC KEL 16/8,"t?m ?p x? cáp HDC KEL 16/8
 nhà s?n xu?t Weidmüller
m? s? s?n ph?m 1825 9100 00 
xem qui ??nh","BLOC, BLOA",Buy,,,each,false,102108091,,,,,,27140600,false,Dangerous Good No / Hazardous Good No,,,,,,120,59,20.5,0.1,120,59,20.5,9.0999998152256E-2,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2020-07-20 08:38:12
2,LONT-16025-001,Standard Part,Component,290,1,package,00.5 ,cable gland HDC KT 8 8-9 mm,Released,,,,,,,,-40,+K1.G2,cable gland HDC KT 8 8-9 mm,"cable gland HDC KT 8 8-9 mm
 manufacturer Weidmüller
order no. 1826 5100 00
type HDC KT 8
cable gland Cabtite
small slotted for
cable entry strip HDC KEL
clamping range 8-9 mm
color gray
basic material elastomer
temperature range -20...80 degree
 celsius
packed unit 10 piece",Kabeleinführung HDC KT 8 8-9 mm,"Kabeleinführung HDC KT 8 8-9 mm
 Hersteller Weidmüller
Bestell-Nr. 1826 5100 00
Typ HDC KT 8
Kabeleinführung Cabtite
klein geschlitzt für
Kabeleinführungsleiste HDC KEL
Klemmbereich 8-9 mm
Farbe grau
Werkstoff Elastomer
Temperaturbereich -20...80 °C
Verpackungseinheit 10 Stück",电缆衬垫 HDC KT 8 8-9 mm,"电缆衬垫 HDC KT 8 8-9 mm
 制造商 Weidmüller
订单号 1826 5100 00
型号 HDC KT 8
电缆衬垫 Cabtite
小 有槽的  
电缆引入带 HDC KEL
夹持范围 8-9 mm
颜色 灰色
基本材料 弹性体
温度范围 -20...80 °C
袋装 10 件",prensacable HDC KT 8 8-9 mm,"prensacable HDC KT 8 8-9 mm
 fabricante Weidmüller
n.? de pedido 1826 5100 00
tipo HDC KT 8
prensacable Cabtite
peque?o hendido para
placa pasacables HDC KEL
gama de sujeción 8-9 mm
color gris
materia prima elastómero
rango de temperaturas -20...80 °C
unidad de embalaje 10 pieza",entrada de cabo HDC KT 8 8-9 mm,"entrada de cabo HDC KT 8 8-9 mm
 fabricante Weidmüller
n.° de encomenda 1826 5100 00
tipo HDC KT 8
entrada de cabo Cabtite
pequeno entalhado para
chapa para entrada de cabos HDC KEL
área de fixa??o 8-9 mm
cor cinza
matéria-prima elast?mero
gama de temperatura -20...80 °C
unidade de embalagem 10 pe?a",kabelov? p?ívod HDC KT 8 8-9 mm,"kabelov? p?ívod HDC KT 8 8-9 mm
 v?robce Weidmüller
obj. ?. 1826 5100 00
typ HDC KT 8
kabelov? p?ívod Cabtite
mal? pro?íznut? pro
kabelová pr?chozí deska HDC KEL
upínací rozsah 8-9 mm
barva ?ed?
surovina elastomer
teplotní rozsah -20...80 °C
obalová jednotka 10 kus",vòng ?ai cáp HDC KT 8 8-9 mm,"vòng ?ai cáp HDC KT 8 8-9 mm
 nhà s?n xu?t Weidmüller
??n hàng s? 1826 5100 00
lo?i HDC KT 8
vòng ?ai cáp Cabtite
nh? ???c x? r?nh ??
t?m ?p x? cáp HDC KEL
biên ?? k?p 8-9 mm
màu s?c xám
nguyên li?u ch?t ?àn h?i
ph?m vi nhi?t ?? -20...80 °C
??n v? bao gói 10 mi?ng","BLOC, BLOA",Buy,,,package,false,102100244,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Ziebart, Artur",2021-05-17 06:11:47
2,LONT-16024-001,Standard Part,Component,300,1,package,00.6 ,cable gland 6-7 mm,Released,,,,,,,,-45,+K1.G2,cable gland 6-7 mm,"cable gland 6-7 mm
 manufacturer Weidmüller
order no. 1826 4900 00
type HDC KT 6
Cabtite cable gland
small slotted for
cable entry strip HDC KEL
clamping range 6-7 mm
paint gray
basic material elastomer
temperature range -20...80 degree
 celsius
packed unit 10 piece",Kabeleinführung 6-7 mm,"Kabeleinführung 6-7 mm
 Hersteller Weidmüller
Bestell-Nr. 1826 4900 00
Typ HDC KT 6
Cabtite Kabeleinführung
klein geschlitzt für
Kabeleinführungsleiste HDC KEL
Klemmbereich 6-7 mm
Farbe grau
Werkstoff Elastomer
Temperaturbereich -20...80 °C
Verpackungseinheit 10 Stück",电缆衬垫 6-7 mm,"电缆衬垫 6-7 mm
 制造商 Weidmüller
订单号 1826 4900 00
型号 HDC KT 6
Cabtite 电缆衬垫
小 有槽的  
电缆引入带 HDC KEL
夹持范围 6-7 mm
油漆 灰色
基本材料 弹性体
温度范围 -20...80 °C
袋装 10 件",prensacable 6-7 mm,"prensacable 6-7 mm
 fabricante Weidmüller
n.? de pedido 1826 4900 00
tipo HDC KT 6
Cabtite prensacable
peque?o hendido para
placa pasacables HDC KEL
gama de sujeción 6-7 mm
pintura gris
materia prima elastómero
rango de temperaturas -20...80 °C
unidad de embalaje 10 pieza",entrada de cabo 6-7 mm,"entrada de cabo 6-7 mm
 fabricante Weidmüller
n.° de encomenda 1826 4900 00
tipo HDC KT 6
Cabtite entrada de cabo
pequeno entalhado para
chapa para entrada de cabos HDC KEL
área de fixa??o 6-7 mm
pintura cinza
matéria-prima elast?mero
gama de temperatura -20...80 °C
unidade de embalagem 10 pe?a",kabelov? p?ívod 6-7 mm,"kabelov? p?ívod 6-7 mm
 v?robce Weidmüller
obj. ?. 1826 4900 00
typ HDC KT 6
Cabtite kabelov? p?ívod
mal? pro?íznut? pro
kabelová pr?chozí deska HDC KEL
upínací rozsah 6-7 mm
nátěrová barva ?ed?
surovina elastomer
teplotní rozsah -20...80 °C
obalová jednotka 10 kus",vòng ?ai cáp 6-7 mm,"vòng ?ai cáp 6-7 mm
 nhà s?n xu?t Weidmüller
??n hàng s? 1826 4900 00
lo?i HDC KT 6
Cabtite vòng ?ai cáp
nh? ???c x? r?nh ??
t?m ?p x? cáp HDC KEL
biên ?? k?p 6-7 mm
s?n xám
nguyên li?u ch?t ?àn h?i
ph?m vi nhi?t ?? -20...80 °C
??n v? bao gói 10 mi?ng","BLOA, BLOC",Buy,,,package,false,102100242,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Grundel, Martin",2019-11-15 08:24:03
2,LONT-18495-001,Standard Part,Component,310,6,each,00.6 ,blind plug Cabtite HDC BTK,Released,,,,,,,,-50,+K1.G2,blind plug Cabtite HDC BTK,"blind plug Cabtite HDC BTK
manufacturer Weidmüller
abrasive  1828 1700 00",Blindstopfen Cabtite HDC BTK,"Blindstopfen Cabtite HDC BTK
Hersteller Weidmüller
abrasiv  1828 1700 00",盲孔堵头 Cabtite HDC BTK,"盲孔堵头 Cabtite HDC BTK
制造商 Weidmüller
研磨  1828 1700 00",tapón ciego Cabtite HDC BTK,"tapón ciego Cabtite HDC BTK
fabricante Weidmüller
abrasivo  1828 1700 00",tamp?o cego Cabtite HDC BTK,"tamp?o cego Cabtite HDC BTK
fabricante Weidmüller
abrasivo  1828 1700 00",zaslepovací zátka Cabtite HDC BTK,"zaslepovací zátka Cabtite HDC BTK
v?robce Weidmüller
abrazivní  1828 1700 00",nút ?n Cabtite HDC BTK,"nút ?n Cabtite HDC BTK
nhà s?n xu?t Weidmüller
nhám  1828 1700 00","BLOA, BLOC",Buy,,,each,false,102108092,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,,,,,,21,21,19,0.05,21,21,19,4.9999998882413E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2020-07-16 02:10:52
