"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,LONT-61705-001,Standard Part,Separable,20,1,each,00.1 ,connector RJ45 socket contact,Released,,,,,,,,,,connector RJ45 socket contact,"connector RJ45 socket contact
brand WAIN
type designation HM-RJ45-F
order no. 129 001 002 0092",Gerätesteckdose RJ45 Buchsenkontakt,"Gerätesteckdose RJ45 Buchsenkontakt
Marke WAIN
Typenbezeichnung HM-RJ45-F
Bestell-Nr. 129 001 002 0092",连接器 RJ45 插座触点,"连接器 RJ45 插座触点
品牌 WAIN
型号 HM-RJ45-F
订单号 129 001 002 0092",enchufe hembra del dispositivo RJ45,"enchufe hembra del dispositivo RJ45
 contacto hembra
marca WAIN
denominación de tipo HM-RJ45-F
n.º de pedido 129 001 002 0092",conector RJ45 contato de soquete,"conector RJ45 contato de soquete
marca WAIN
designação de tipo HM-RJ45-F
n.° de encomenda 129 001 002 0092",přívodka RJ45 zdířkový kontakt,"přívodka RJ45 zdířkový kontakt
značka WAIN
typové označení HM-RJ45-F
obj. č. 129 001 002 0092",đầu nối RJ45 lỗ cắm,"đầu nối RJ45 lỗ cắm
nhãn hiệu WAIN
kí hiệu chủng loại HM-RJ45-F
đơn hàng số 129 001 002 0092","BLOC, BLOA",Buy,,,each,false,,,,,,,27143400,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-07-18 04:47:09
2,LONT-63222-001,Standard Part,Component,21,2,each,00.1 ,crimp contact,Released,,,,,,,,,,crimp contact,"crimp contact
brand WAIN
type HM-RJ45-APT/2
art. no. 229 001 000 0005",Crimpkontakt,"Crimpkontakt
Marke WAIN
Modell HM-RJ45-APT/2
Art.-Nr. 229 001 000 0005",压接接触件,"压接接触件
品牌 WAIN
型号 HM-RJ45-APT/2
产品编号 229 001 000 0005",contacto de engarzar,"contacto de engarzar
marca WAIN
modelo HM-RJ45-APT/2
n.º art. 229 001 000 0005",terminal de crimpar,"terminal de crimpar
marca WAIN
modelo HM-RJ45-APT/2
número do artigo 229 001 000 0005",lisovaný kontakt,"lisovaný kontakt
značka WAIN
model HM-RJ45-APT/2
č. položky 229 001 000 0005",tiếp điểm kẹp,"tiếp điểm kẹp
nhãn hiệu WAIN
chủng loại HM-RJ45-APT/2
mã số sản phẩm 229 001 000 0005","BLOC, BLOA",Buy,,,each,false,,,,,,,27260701,,Dangerous Good No / Hazardous Good No,K00842,,false,B1 Business,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2024-12-06 01:50:22
2,LONT-63219-001,Standard Part,Separable,22,2,each,00.1 ,cable clamp,Released,,,,,,,,,,cable clamp,"cable clamp
brand WAIN
type HM-CLP10-12
art. no. 198 002 003 0033",Kabelschelle,"Kabelschelle
Marke WAIN
Modell HM-CLP10-12
Art.-Nr. 198 002 003 0033",电缆线夹,"电缆线夹
品牌 WAIN
型号 HM-CLP10-12
产品编号 198 002 003 0033",abrazadera de cable,"abrazadera de cable
marca WAIN
modelo HM-CLP10-12
n.º art. 198 002 003 0033",abraçadeira de cabo,"abraçadeira de cabo
marca WAIN
modelo HM-CLP10-12
número do artigo 198 002 003 0033",kabelová spona,"kabelová spona
značka WAIN
model HM-CLP10-12
č. položky 198 002 003 0033",móc kẹp cáp,"móc kẹp cáp
nhãn hiệu WAIN
chủng loại HM-CLP10-12
mã số sản phẩm 198 002 003 0033","BLOC, BLOA",Buy,,,each,false,,,,,,,27309206,,Dangerous Good No / Hazardous Good No,K01126,,false,B1 Business,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2024-12-06 01:50:22
1,LOOD-17743-001,Part,Separable,9,1,each,00.6 ,F-BOM EOS =M01,Released,,,,,,,,,M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,F-BOM EOS =M01,BLOC,Buy,,,each,,,,,,,,22105200,false,,,,,,,,,,0.01,,,,,kg,Specified,,,M60 M2M LO BLOC,OP Optics (B8),"Yang, Ian",2024-12-06 08:40:45
2,HAZF-91845-001,Standard Part,Component,1,8,meters,00.16 ,"M/cable 4*1,5mm2",Released,,,,,,,,W131,I1,"M/cable 4*1,5mm2","Data cableNumbered cable Ölflex Classic 110 CY
4G1.5mm2
U0/U =300V / 500V
Shielded",Kabel 4G1.5mm2 ÖLFLEX CLASSIC 110 CY,"Nummernkabel Ölflex Classic 110 CY
4G1,5mm2
U0/U =300V / 500V
Geschirmt",电缆 4G1.5mm2 ÖLFLEX CLASSIC 110 CY,"Cable 4G1.5mm2 ÖLFLEX CLASSIC 110 CY
With Shielded, incl. PE
Order no. 1135304",   ,   ,,,LAPP 1135304,LAPP 1135304,,,Corporate,Buy,,,meters,false,05825849,,,,"HAZA-17158-001,LONT-18579-001,HAZF-96172-001,HAZC-12090-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,true,,,,,,,210,210,20,0.161,kg,Weighted,,,S22 Standardization BHWL,WF Wafer (D1),"Malinovic, Sasa Administrator",2024-12-24 10:14:44
2,HAZF-46485-001,Standard Part,Component,2,8,meters,00.24 ,Ölflex Classic 110 2x0.5mm2,Released,,,,,,,,W334,I1,Ölflex Classic 110 2x0.5mm2,Data cableNumbered cable Ölflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"Ölflex Classic 110 2x0,5mm2","Nummernkabel Ölflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","ÖLFLEX 电缆 2x0,5mm2  300/500V","ÖLFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,HAZF-46485-001,Standard Part,Component,3,8,meters,00.24 ,Ölflex Classic 110 2x0.5mm2,Released,,,,,,,,W338,I1,Ölflex Classic 110 2x0.5mm2,Data cableNumbered cable Ölflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"Ölflex Classic 110 2x0,5mm2","Nummernkabel Ölflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","ÖLFLEX 电缆 2x0,5mm2  300/500V","ÖLFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,LONT-11963-001,Standard Part,Component,4,1,each,00.2 ,cable gland ST-M12x1.5,Released,,,,,,,,W338,I1,cable gland ST-M12x1.5,"cable gland ST-M12x1.5
manufacturer Lapp Kabel
art. no. 5311 1400
paint light gray RAL 7035",Kabelverschraubung ST-M12x1.5,"Kabelverschraubung ST-M12x1.5
Hersteller Lapp Kabel
Art.-Nr. 5311 1400
Farbe lichtgrau RAL 7035",电缆夹套 ST-M12x1.5,"电缆夹套 ST-M12x1.5
制造商 Lapp Kabel
产品编号 5311 1400
油漆 浅灰色 劳尔色卡 7035",racor roscado para cables ST-M12x1.5,"racor roscado para cables ST-M12x1.5
fabricante Lapp Kabel
n.º art. 5311 1400
pintura gris luminoso RAL 7035",união roscada de cabo ST-M12x1.5,"união roscada de cabo ST-M12x1.5
fabricante Lapp Kabel
número do artigo 5311 1400
pintura cinzento claro RAL 7035",kabelové šroubení ST-M12x1.5,"kabelové šroubení ST-M12x1.5
výrobce Lapp Kabel
č. položky 5311 1400
nátěrová barva světle šedý RAL 7035",vành đệm cáp ST-M12x1.5,"vành đệm cáp ST-M12x1.5
nhà sản xuất Lapp Kabel
mã số sản phẩm 5311 1400
sơn xám nhạt RAL 7035","BLOC, BLOA",Buy,,,each,false,102062684,,,,,,27149109,false,Dangerous Good No / Hazardous Good No,K01128,,,,,30,17,17,0.05,30,17,17,3.000000026077E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2019-12-11 09:56:04
2,LONT-11968-001,Standard Part,Component,5,1,each,00.3 ,"counternut GMP-GL-M 12x1,5 RAL7035",Released,,,,,,,,W338,I1,"counternut GMP-GL-M 12x1,5 RAL7035","counternut GMP-GL-M 12x1,5 RAL7035
 manufacturer Lapp Kabel
type SKINTOP GMP-GL-M 12x1,5 , lic
order no. 5311 9003 
material PA GFRP
paint RAL 7035 light gray","Kontermutter GMP-GL-M 12x1,5 RAL7035","Kontermutter GMP-GL-M 12x1,5 RAL7035
 Hersteller Lapp Kabel
Typ SKINTOP GMP-GL-M 12x1,5 , lic
Bestell-Nr. 5311 9003 
Material PA GFK
Farbe RAL 7035 lichtgrau","锁紧螺母 GMP-GL-M 12x1,5 RAL7035","锁紧螺母 GMP-GL-M 12x1,5 RAL7035
 制造商 Lapp Kabel
型号 SKINTOP GMP-GL-M 12x1,5 , lic
订单号 5311 9003 
材料 聚酰胺 玻璃钢
油漆 劳尔色卡 7035 浅灰色","contratuerca GMP-GL-M 12x1,5 RAL7035","contratuerca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.º de pedido 5311 9003 
material PA GRP
pintura RAL 7035 gris luminoso","contraporca GMP-GL-M 12x1,5 RAL7035","contraporca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.° de encomenda 5311 9003 
material PA PRFV
pintura RAL 7035 cinzento claro","kontramatice GMP-GL-M 12x1,5 RAL7035","kontramatice GMP-GL-M 12x1,5 RAL7035
 výrobce Lapp Kabel
typ SKINTOP GMP-GL-M 12x1,5 , lic
obj. č. 5311 9003 
materiál PA sklolaminát
nátěrová barva RAL 7035 světle šedý","đai ốc khóa GMP-GL-M 12x1,5 RAL7035","đai ốc khóa GMP-GL-M 12x1,5 RAL7035
 nhà sản xuất Lapp Kabel
loại SKINTOP GMP-GL-M 12x1,5 , lic
đơn hàng số 5311 9003 
vật liệu nhựa polyamide nhựa sợi thủy
 tinh
sơn RAL 7035 xám nhạt","BLOA, BLOC",Buy,,,each,false,102063034,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,19,19,5,0.05,19,19,5,1.0000000474975E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Oldach, Jan",2021-02-19 07:45:06
2,HAZF-46485-001,Standard Part,Component,6,8,meters,00.24 ,Ölflex Classic 110 2x0.5mm2,Released,,,,,,,,W367,I1,Ölflex Classic 110 2x0.5mm2,Data cableNumbered cable Ölflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"Ölflex Classic 110 2x0,5mm2","Nummernkabel Ölflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","ÖLFLEX 电缆 2x0,5mm2  300/500V","ÖLFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,LONT-11963-001,Standard Part,Component,7,1,each,00.2 ,cable gland ST-M12x1.5,Released,,,,,,,,W367,I1,cable gland ST-M12x1.5,"cable gland ST-M12x1.5
manufacturer Lapp Kabel
art. no. 5311 1400
paint light gray RAL 7035",Kabelverschraubung ST-M12x1.5,"Kabelverschraubung ST-M12x1.5
Hersteller Lapp Kabel
Art.-Nr. 5311 1400
Farbe lichtgrau RAL 7035",电缆夹套 ST-M12x1.5,"电缆夹套 ST-M12x1.5
制造商 Lapp Kabel
产品编号 5311 1400
油漆 浅灰色 劳尔色卡 7035",racor roscado para cables ST-M12x1.5,"racor roscado para cables ST-M12x1.5
fabricante Lapp Kabel
n.º art. 5311 1400
pintura gris luminoso RAL 7035",união roscada de cabo ST-M12x1.5,"união roscada de cabo ST-M12x1.5
fabricante Lapp Kabel
número do artigo 5311 1400
pintura cinzento claro RAL 7035",kabelové šroubení ST-M12x1.5,"kabelové šroubení ST-M12x1.5
výrobce Lapp Kabel
č. položky 5311 1400
nátěrová barva světle šedý RAL 7035",vành đệm cáp ST-M12x1.5,"vành đệm cáp ST-M12x1.5
nhà sản xuất Lapp Kabel
mã số sản phẩm 5311 1400
sơn xám nhạt RAL 7035","BLOC, BLOA",Buy,,,each,false,102062684,,,,,,27149109,false,Dangerous Good No / Hazardous Good No,K01128,,,,,30,17,17,0.05,30,17,17,3.000000026077E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2019-12-11 09:56:04
2,LONT-11968-001,Standard Part,Component,8,1,each,00.3 ,"counternut GMP-GL-M 12x1,5 RAL7035",Released,,,,,,,,W367,I1,"counternut GMP-GL-M 12x1,5 RAL7035","counternut GMP-GL-M 12x1,5 RAL7035
 manufacturer Lapp Kabel
type SKINTOP GMP-GL-M 12x1,5 , lic
order no. 5311 9003 
material PA GFRP
paint RAL 7035 light gray","Kontermutter GMP-GL-M 12x1,5 RAL7035","Kontermutter GMP-GL-M 12x1,5 RAL7035
 Hersteller Lapp Kabel
Typ SKINTOP GMP-GL-M 12x1,5 , lic
Bestell-Nr. 5311 9003 
Material PA GFK
Farbe RAL 7035 lichtgrau","锁紧螺母 GMP-GL-M 12x1,5 RAL7035","锁紧螺母 GMP-GL-M 12x1,5 RAL7035
 制造商 Lapp Kabel
型号 SKINTOP GMP-GL-M 12x1,5 , lic
订单号 5311 9003 
材料 聚酰胺 玻璃钢
油漆 劳尔色卡 7035 浅灰色","contratuerca GMP-GL-M 12x1,5 RAL7035","contratuerca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.º de pedido 5311 9003 
material PA GRP
pintura RAL 7035 gris luminoso","contraporca GMP-GL-M 12x1,5 RAL7035","contraporca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.° de encomenda 5311 9003 
material PA PRFV
pintura RAL 7035 cinzento claro","kontramatice GMP-GL-M 12x1,5 RAL7035","kontramatice GMP-GL-M 12x1,5 RAL7035
 výrobce Lapp Kabel
typ SKINTOP GMP-GL-M 12x1,5 , lic
obj. č. 5311 9003 
materiál PA sklolaminát
nátěrová barva RAL 7035 světle šedý","đai ốc khóa GMP-GL-M 12x1,5 RAL7035","đai ốc khóa GMP-GL-M 12x1,5 RAL7035
 nhà sản xuất Lapp Kabel
loại SKINTOP GMP-GL-M 12x1,5 , lic
đơn hàng số 5311 9003 
vật liệu nhựa polyamide nhựa sợi thủy
 tinh
sơn RAL 7035 xám nhạt","BLOA, BLOC",Buy,,,each,false,102063034,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,19,19,5,0.05,19,19,5,1.0000000474975E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Oldach, Jan",2021-02-19 07:45:06
2,HAZF-91845-001,Standard Part,Component,9,3,meters,00.16 ,"M/cable 4*1,5mm2",Released,,,,,,,,W131,K1,"M/cable 4*1,5mm2","Data cableNumbered cable Ölflex Classic 110 CY
4G1.5mm2
U0/U =300V / 500V
Shielded",Kabel 4G1.5mm2 ÖLFLEX CLASSIC 110 CY,"Nummernkabel Ölflex Classic 110 CY
4G1,5mm2
U0/U =300V / 500V
Geschirmt",电缆 4G1.5mm2 ÖLFLEX CLASSIC 110 CY,"Cable 4G1.5mm2 ÖLFLEX CLASSIC 110 CY
With Shielded, incl. PE
Order no. 1135304",   ,   ,,,LAPP 1135304,LAPP 1135304,,,Corporate,Buy,,,meters,false,05825849,,,,"HAZA-17158-001,LONT-18579-001,HAZF-96172-001,HAZC-12090-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,true,,,,,,,210,210,20,0.161,kg,Weighted,,,S22 Standardization BHWL,WF Wafer (D1),"Malinovic, Sasa Administrator",2024-12-24 10:14:44
2,HAZF-46485-001,Standard Part,Component,10,3,meters,00.24 ,Ölflex Classic 110 2x0.5mm2,Released,,,,,,,,W333,K1,Ölflex Classic 110 2x0.5mm2,Data cableNumbered cable Ölflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"Ölflex Classic 110 2x0,5mm2","Nummernkabel Ölflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","ÖLFLEX 电缆 2x0,5mm2  300/500V","ÖLFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ","cable numerado marca ÖLFLEX 2x 0,5mm2 cable numerado marca ÖLFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,LONT-61093-001,Standard Part,Component,11,1,each,00.5 ,cable Ethernet 3.00 m,Released,,,,,,,,W540,K1,cable Ethernet 3.00 m,"cable Ethernet 3.00 m
patch cable EtherCAT
manufacturer Beckhoff
order no. ZK1090-9191-0030
l 3.00 m",unkonfektioniertes Kabel Ethernet 3.00 m,"unkonfektioniertes Kabel Ethernet 3.00 m
Patchkabel EtherCAT
Hersteller Beckhoff
Bestell-Nr. ZK1090-9191-0030
L 3.00 m",线缆 以太网 3.00 m,"线缆 以太网 3.00 m
转接电缆 以太网控制自动化技术
制造商 Beckhoff
订单号 ZK1090-9191-0030
长度 3.00 m",cable no confeccionado Ethernet 3.00 m,"cable no confeccionado Ethernet 3.00 m
cable de interconexiones EtherCAT
fabricante Beckhoff
n.º de pedido ZK1090-9191-0030
long. 3.00 m",fio Ethernet 3.00 m,"fio Ethernet 3.00 m
cabo de patch EtherCAT
fabricante Beckhoff
n.° de encomenda ZK1090-9191-0030
compr. 3.00 m",neprefabrikovaný kabel ethernet 3.00 m,"neprefabrikovaný kabel ethernet 3.00 m
síťový patch kabel EtherCAT
výrobce Beckhoff
obj. č. ZK1090-9191-0030
délka 3.00 m",cáp Ethernet 3.00 m,"cáp Ethernet 3.00 m
cáp nối tạm EtherCAT
nhà sản xuất Beckhoff
đơn hàng số ZK1090-9191-0030
chiều dài 3.00 m","BLOA, BLOC",Buy,,,each,false,,,,,,,27060000,,,K00683,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Zandonella, Romolo",2022-07-14 04:13:38
2,LONT-61351-001,Standard Part,Component,12,1,each,00.3 ,relay CR-MX024DC2L,Released,,,,,,,,K9,K1.B1,relay CR-MX024DC2L,"relay CR-MX024DC2L
supplier ABB
type designation CR-MX024DC2L
product information 1SVR405631R1100
auxiliary contact 2 c/o",Relais CR-MX024DC2L,"Relais CR-MX024DC2L
Lieferant ABB
Typenbezeichnung CR-MX024DC2L
Produktinformation 1SVR405631R1100
Hilfskontakt 2 c/o",继电器 CR-MX024DC2L,"继电器 CR-MX024DC2L
供应商 ABB
型号 CR-MX024DC2L
产品信息 1SVR405631R1100
辅助触点 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
proveedor ABB
denominación de tipo CR-MX024DC2L
información sobre el producto
 1SVR405631R1100
contacto auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
fornecedor ABB
designação de tipo CR-MX024DC2L
informações sobre o produto
 1SVR405631R1100
contato auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
dodavatel ABB
typové označení CR-MX024DC2L
informace o produktu 1SVR405631R1100
pomocný kontakt 2 c/o",rơle CR-MX024DC2L,"rơle CR-MX024DC2L
nhà cung ứng ABB
kí hiệu chủng loại CR-MX024DC2L
thông tin về sản phẩm 1SVR405631R1100
tiếp điểm phụ 2 c/o","BLOA, BLOC",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:19
2,LONT-61350-001,Standard Part,Component,13,1,each,00.2 ,relay socket CR-M2SFB,Released,,,,,,,,K9,K1.B1,relay socket CR-M2SFB,"relay socket CR-M2SFB
supplier ABB
type designation CR-M2SFB 
product information 1SVR405651R1400
auxiliary contact 2 c/o",Relaisfassung CR-M2SFB,"Relaisfassung CR-M2SFB
Lieferant ABB
Typenbezeichnung CR-M2SFB 
Produktinformation 1SVR405651R1400
Hilfskontakt 2 c/o",继电器插座 CR-M2SFB,"继电器插座 CR-M2SFB
供应商 ABB
型号 CR-M2SFB 
产品信息 1SVR405651R1400
辅助触点 2 c/o",zócalo de relé CR-M2SFB,"zócalo de relé CR-M2SFB
proveedor ABB
denominación de tipo CR-M2SFB 
información sobre el producto
 1SVR405651R1400
contacto auxiliar 2 c/o",soquete para relé CR-M2SFB,"soquete para relé CR-M2SFB
fornecedor ABB
designação de tipo CR-M2SFB 
informações sobre o produto
 1SVR405651R1400
contato auxiliar 2 c/o",objímka pro relé CR-M2SFB,"objímka pro relé CR-M2SFB
dodavatel ABB
typové označení CR-M2SFB 
informace o produktu 1SVR405651R1400
pomocný kontakt 2 c/o",ổ cắm rơle CR-M2SFB,"ổ cắm rơle CR-M2SFB
nhà cung ứng ABB
kí hiệu chủng loại CR-M2SFB 
thông tin về sản phẩm 1SVR405651R1400
tiếp điểm phụ 2 c/o","BLOC, BLOA",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:47
2,LONT-61351-001,Standard Part,Component,14,1,each,00.3 ,relay CR-MX024DC2L,Released,,,,,,,,K10,K1.B1,relay CR-MX024DC2L,"relay CR-MX024DC2L
supplier ABB
type designation CR-MX024DC2L
product information 1SVR405631R1100
auxiliary contact 2 c/o",Relais CR-MX024DC2L,"Relais CR-MX024DC2L
Lieferant ABB
Typenbezeichnung CR-MX024DC2L
Produktinformation 1SVR405631R1100
Hilfskontakt 2 c/o",继电器 CR-MX024DC2L,"继电器 CR-MX024DC2L
供应商 ABB
型号 CR-MX024DC2L
产品信息 1SVR405631R1100
辅助触点 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
proveedor ABB
denominación de tipo CR-MX024DC2L
información sobre el producto
 1SVR405631R1100
contacto auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
fornecedor ABB
designação de tipo CR-MX024DC2L
informações sobre o produto
 1SVR405631R1100
contato auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
dodavatel ABB
typové označení CR-MX024DC2L
informace o produktu 1SVR405631R1100
pomocný kontakt 2 c/o",rơle CR-MX024DC2L,"rơle CR-MX024DC2L
nhà cung ứng ABB
kí hiệu chủng loại CR-MX024DC2L
thông tin về sản phẩm 1SVR405631R1100
tiếp điểm phụ 2 c/o","BLOA, BLOC",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:19
